,m/z,theoretical_mz,ppm,precursor_type,name,formula,exact_mass,cas,biocyc,chebi,chembl,drugbank,hmdb,kegg,knapsack,lipidbank,lipidmaps,metabolights,pubchem,wikipedia
MSI04152,951.2426,951.2406,2,[M]+,Albireodelphin A,C42H47O25+,951.24064198,190511-77-4,,CHEBI:80469,,,,,,,,,6444318,
MSI04153,951.6147,951.6173,3,[M+Na]+,"Ethyl 5,10-dioxo-2,2,3,3,4,4,6,6-octakis(3-oxopentyl)dodecanoate",C54H88O12,928.62757824,,,,,,,,,,,,22147655,
MSI04154,952.2780,952.2789,1,[M]+,Cobalt-precorrin 6A,C44H53CoN4O16-,952.27885,,,CHEBI:3794,,,,,,,,,70678554,
MSI04155,952.7921,952.7942,2,[M]+,"2,3-dihydroxypropanoic acid;(Z)-octadec-9-enoic acid",C57H108O10,952.79424964,,,,,,,,,,,,157842562,
MSI04156,954.1651,954.1550,11,[M+H]+,"1,4-Dihydroxy-2-naphthoyl-CoA",C32H42N7O19P3S,953.1469,,,,,,,C15547,,,,,,
MSI04158,958.2234,958.2200,4,[M+Na]+,3-Oxodecanoyl-CoA,C31H52N7O18P3S,935.2302,,,,,,,C05265,,,,,,
MSI04163,969.3435,969.3432,0,[M+H]+,Picumeterol fumarate,C46H62Cl4N6O8,968.335374,130641-37-1,,,,,,,,,,,10350952,
MSI04164,970.2253,970.2220,3,[M+H-H2O]+,"3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA",C34H52N7O19P3S,987.2252,,,,,,,C20838,,,,,,
MSI04165,970.7145,970.7050,9,[M+H-2H2O]+,Undecaprenyl phosphate alpha-L-Ara4FN,C61H100NO8P,1005.7187,,,,,,,C16156,,,,,,
MSI04166,971.2464,971.2433,3,[M+Na]+,"Kaempferol 3-(2-feruloylglucoside) 4',7-diglucoside",C43H48O24,948.25355239,108887-47-4,,,,,HMDB0038764,,,,,,131752458,
MSI04167,971.3828,971.3781,5,[M+K]+,"1-{[6-({[3,5-Dihydroxy-6-(hydroxymethyl)-4-{[3,4,5-trihydroxy-6-({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl]oxy}methyl)-3,4,5-trihydroxyoxan-2-yl]oxy}-8-hydroxy-3-methoxy-6-methyl-9,10-dihydroanthracene-9,10-dione",C40H52O25,932.27976714,,,CHEBI:184609,,,HMDB0034855,,,,,,85084774,
MSI04168,972.3578,972.3650,7,[M+K]+,Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside,C43H49O23,933.2665,,,,,,,C16295,,,,,,
MSI04169,973.2972,973.3080,11,[M+K]+,Pseudoecgonyl-CoA,C30H49N8O18P3S,934.2098,,,,,,,C12450,,,,,,
MSI04171,975.5421,975.5446,3,[M+H-H2O]+,"Pim1(18:2(9Z,12Z)/16:2(9Z,12Z))",C49H85O18P,992.54735286,,,,,,,,,,LMGP15010029,,126457397,
MSI04172,975.9345,975.9320,3,[M+H]+,"1-Octadecanoyl-2,3-diheneicosanoyl-sn-glycerol",C63H122O6,974.92414161,,,,,,HMDB0067224,,,,LMGL03011478,,9545439,
MSI04174,976.1357,976.1367,1,[M+Na]+,"1,4-Dihydroxy-2-naphthoyl-CoA",C32H42N7O19P3S,953.1469043,,,CHEBI:52668,,,,,,,,,44140569,
MSI04175,976.3167,976.3119,5,[M]+,beta-D-Galp-(1->2)-L-glycero-alpha-D-manno-Hepp-(1->2)-L-glycero-alpha-D-manno-Hepp-(1->3)-L-glycero-alpha-D-manno-Hepp-(1->5)-Kdo,C35H60O31,976.31185511,,,CHEBI:59518,,,,,,,,,45480597,
MSI04179,982.1684,982.1860,18,[M+H]+,2-Hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA,C34H46N7O19P3S,981.1782,,,,,,,C20842,,,,,,
MSI04180,983.4897,983.4852,5,[M+H]+,"(2S,3S,4S,5R,6R)-6-[[(3R,4aS,6aS,6bR,8aS,9S,11S,12aS,14aS,14bR)-9-acetyloxy-11-carboxy-4,4,6a,6b,8a,11,14b-heptamethyl-14-oxo-2,3,4a,5,6,7,8,9,10,12,12a,14a-dodecahydro-1H-picen-3-yl]oxy]-5-[(2R,3S,4R,5S)-4,5-dihydroxy-3-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-3,4-dihydroxyoxane-2-carboxylic acid",C49H74O20,982.47734475,,,,,,,,,,,,145948633,
MSI04183,985.4311,985.4280,3,[M+H]+,(+)-Basellasaponin C,C47H68O22,984.42022379,354552-04-8,,,,,HMDB0039401,,,,,,85221223,
MSI04184,986.9131,986.9116,2,[M+NH4]+,TG(20:1(11Z)/20:1(11Z)/20:1(11Z)),C63H116O6,968.87719142,,,CHEBI:177542,,,HMDB0005464,,,,LMGL03011156,,9545117,
MSI04185,988.4748,988.4753,1,[M+NH4]+,(+)-Basellasaponin A,C47H70O21,970.44095924,354552-00-4,,,,,HMDB0039399,,,,,,85263258,
MSI04186,989.3871,989.3850,2,[M+NH4]+,CID 22434874,C52H54N5O12P,971.35065917,,,,,,,,,,,,22434874,
MSI04187,989.5167,989.5132,4,[M+Na]+,"Pip(22:4(10Z,13Z,16Z,19Z)/16:0)",C47H84O16P2,966.52346058,,,,,,HMDB0010027,,,,,,131750514,
MSI04188,990.3539,990.3513,3,[M+H]+,alphaGalp(1-3)betaGalf(1-3)alphaManp(1-3)alphaManp(1-4)alphaGlcpN(1-6)-myo-inositol,C36H63NO30,989.34348959,,,CHEBI:61825,,,,,,,,,52921665,
MSI04190,991.2782,991.2930,15,[M]+,3-Oxotetradecanoyl-CoA,C35H60N7O18P3S,991.2928,,,,,,,C05261,,,,,,
MSI04191,991.4972,991.5016,4,[M+Na]+,"2-[2-[2-[2-[2-[2-[2-[2-[[10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]ethoxy]ethoxy]ethoxy]ethoxy-hydroxyphosphinothioyl]oxyethoxy]ethoxy]ethylsulfanyl]-6-(hydroxymethyl)oxane-3,4,5-triol",C47H85O14PS2,968.51183673,,,,,,,,,,,,44265525,
MSI04193,993.2375,993.2372,0,[M]+,(Au(Dppe)2)Cl,C52H48AuP4+,993.23722,47895-18-1,,,,,,,,,,,162561,
MSI04194,993.5396,993.5445,5,[M+Na]+,"Pip(20:0/18:2(9Z,12Z))",C47H88O16P2,970.55476071,,,,,,HMDB0009997,,,,,,131750505,
MSI04195,997.3398,997.3416,2,[M+K]+,Calcium oxytetracycline,C44H46CaN4O18,958.2433015,7179-50-2; 13303-91-8,,,,,,,,,,,54714250,
MSI04196,120.0246,120.0245,1,[M]+,3-(Methylthio)propionic acid,C4H8O2S,120.02450067,646-01-5,,CHEBI:1438,,,HMDB0001527,C08276,,,LMFA01130006,,563,
MSI04197,120.0399,120.0423,20,[M]+,"3,4-Dihydroxybutanoic acid",C4H8O4,120.04225873,1518-61-2; 51267-44-8,,CHEBI:86371,,,HMDB0000337,,,,LMFA01050461,,150929,
MSI04198,120.0839,120.0847,7,[M]+,"Ethanaminium, 2-mercapto-N,N,N-trimethyl-",C5H14NS+,120.08469562,NOCAS_902454,,,,,,,,,,,12234,
MSI04228,120.8427,120.8380,39,[M+H-2H2O]+,Chromic chloride cr-51,Cl3Cr,155.851323,16284-59-6,,,,,,,,,,,66382,
MSI04231,120.8810,120.8800,8,[M]+,Rubidium chloride Rb 86,ClRb,120.88002,21031-72-1,,,,,,,,,,,23712055,
MSI04232,120.8885,120.8885,0,[M+H]+,Rubidium chloride,RbCl,119.8806424,7791-11-9,,CHEBI:78672,,,,,,,,,62683,Rubidium chloride
MSI04233,120.9077,120.9038,32,[M]+,Antimony-121,Sb,120.90381,14265-72-6,,CHEBI:52624,,,,,,,,,25087156,
MSI04235,120.9206,120.9179,22,[M]+,Iodine-120,HI,120.9179,15480-34-9,,,,,,,,,,,177607,
MSI04236,120.9361,120.9334,23,[M]+,Manganic acid,H2MnO4,120.933352,,,CHEBI:35119,,,,,,,,,6391572,
MSI04237,120.9823,120.9840,18,[M+H-2H2O]+,2-Chlorobenzoate,C7H5ClO2,155.9978,,,,,,,C02357,,,,,,
MSI04238,121.0209,121.0200,10,[M]+,Cysteine,C3H7NO2S,121.0197,,,,,,,C00736,,,,,,
MSI04239,121.0711,121.0730,12,[M+NH4]+,Biuret,C2H5N3O2,103.0382,,,,,,,C06555,,,,,,
MSI04240,121.0784,121.0770,15,[M+NH4]+,Benzonitrile,C7H5N,103.0422,,,,,,,C09814,,,,,,
MSI04241,121.0840,121.0841,1,[M+H]+,Lithium;ethene;2-methylprop-2-enoate,C6H9LiO2,120.07625796,,,,,,,,,,,,16212778,
MSI04242,121.1034,121.1020,14,[M+H-H2O]+,"3,6-Nonadienal",C9H14O,138.1045,,,,,,,C16323,,,,,,
MSI04243,121.1294,121.1262,26,[M+K]+,"1,2,4,5-Tetrazine",C2H2N4,82.027946081,290-96-0,,CHEBI:39320,,,,,,,,,9263,
MSI04245,121.1540,121.1533,5,[M+NH4]+,Choline C-11,C5H14NO+,103.1189717,94793-58-5,,CHEBI:72322,,DB09563,,,,,,,449688,
MSI04246,121.1784,121.1766,15,[M+K]+,3-Methylcyclopentene,C6H10,82.078250319,1120-62-3,,CHEBI:177575,,,HMDB0031544,,,,,,14263,
MSI04274,121.8355,121.8338,14,[M+H-2H2O]+,Chromium chloride,Cl3Cr,156.847063,10025-73-7; 39345-92-1,,CHEBI:53351,,DB09129,,,,,,,6452300,
MSI04279,121.8908,121.8945,31,[M]+,Zirconium dioxide,ZrO2,121.894528,12036-23-6; 1314-23-4,,,,DB16552,,,,,,,62395,Zirconium dioxide
MSI04283,121.9744,121.9745,1,[M+H]+,"Phosphoric acid, sodium salt (2:3)",H3NaO4P,120.96666485,7632-05-5; 7558-80-7; 7601-54-9; 7558-79-4; 65185-91-3,,,,,,,,,,,24196325,
MSI04284,122.0579,122.0579,0,[M]+,l-Threitol,C4H10O4,122.0579088,2319-57-5,,CHEBI:42090,,DB03278,,,,,,,445969,
MSI04285,122.0713,122.0732,15,[M]+,3-Methylbenzyl alcohol,C8H10O,122.073164938,587-03-1,,CHEBI:27995,,,,C07216,,,,,11476,
MSI04318,122.9079,122.9068,9,[M]+,Titanium carbonitride,CHNTi2,122.90678,12654-86-3,,,,,,,,,,,121233284,
MSI04320,122.9541,122.9544,2,[M+H]+,Isocyanato-oxo-sulfanylphosphanium,CHNO2PS+,121.94656145,,,,,,,,,,,,21667970,
MSI04323,123.0749,123.0770,17,[M+NH4]+,D-Serine,C3H7NO3,105.0426,,,,,,,C00740,,,,,,
MSI04324,123.1441,123.1419,18,[M+K]+,"1H-1,2,3-triazol-1-amine",C2H4N4,84.043596145,584-14-5,,,,,,,,,,,3825723,
MSI04325,123.1768,123.1796,23,[M+K]+,2-Methyl-1-pyrrolinium,C5H10N+,84.081324323,,,CHEBI:78220,,,,,,,,,7696741,
MSI04326,123.1908,123.1920,11,[M+K]+,Cyclohexane,C6H12,84.0939,,,,,,,C11249,,,,,,
MSI04354,123.8663,123.8617,37,[M+H-2H2O]+,Trioxidoselenidophosphate(3-),O3PSe-3,158.87503,,,CHEBI:16144,,,,,,,,,16019955,
MSI04356,123.9762,123.9762,0,[M+H]+,2-Bromoethylamine,C2H6BrN,122.96836,107-09-5,,,,,,,,,,,7851,
MSI04357,123.9875,123.9830,36,[M]+,"Ethanesulfonic acid, 1-oxo-",C2H4O4S,123.98302978,117122-16-4,,,,,,,,,,,3757977,
MSI04358,123.9967,123.9969,2,[M+H-2H2O]+,5-Mercapto-1-methyl-4-nitroimidazole,C4H5N3O2S,159.01024758,6339-54-4,,,,,,,,,,,95824,
MSI04359,124.0127,124.0136,8,[M]+,Sodium acetoacetate,C4H5NaO3,124.0136383,623-58-5,,,,,,,,,,,23678750,
MSI04360,124.0337,124.0347,8,[M]+,Benzyl mercaptan,C7H8S,124.03467143,100-53-8; 16528-58-8,,CHEBI:137674,,,HMDB0029633,,,,,,7509,
MSI04361,124.0390,124.0385,4,[M]+,Pyrazine diazohydroxide,C4H4N4O,124.03851076,103829-56-7,,,,,,,,,,,72766,
MSI04362,124.0505,124.0520,15,[M]+,"2,3-Dihydroxytoluene",C7H8O2,124.0524,,,,,,,C02923,,,,,,
MSI04363,124.0587,124.0610,18,[M+NH4]+,D-Glycerate,C3H6O4,106.0266,,,,,,,C00258,,,,,,
MSI04364,124.0819,124.0796,18,[M+H]+,Cysteamine ethanol,C4H13NOS,123.07178521,,,,,,,,,,,,129849720,
MSI04365,124.1055,124.1006,39,[M+H]+,"L-Valine-13C5,15N",C5H11NO2,123.09278766,202407-30-5,,CHEBI:87977,,,,,,,,,12164856,
MSI04366,124.1141,124.1130,12,[M+H-H2O]+,Tropine,C8H15NO,141.1154,,,,,,,C00729,,,,,,
MSI04395,124.8457,124.8452,4,[M+H-H2O]+,Copper(I) bromide,CuBr,141.84793,7787-70-4,,,,,,,,,,,24593,Copper(I) bromide
MSI04399,124.8937,124.8917,16,[M]+,CID 12074964,FGeS,124.8916521,,,,,,,,,,,,12074964,
MSI04400,124.9149,124.9157,7,[M+Na]+,ZINC fluoride,ZnF2,101.925948,7783-49-5; 73640-07-0(monohydrate); 7783-49-5,,,,,,,,,,,24551,Zinc fluoride
MSI04401,124.9254,124.9255,1,[M+H-H2O]+,"Phosphoric acid, magnesium sodium salt",MgNaO4P,141.9282314,25640-28-2; 30022-26-5; 64131-06-2,,,,,,,,,,,168403,
MSI04402,124.9509,124.9485,19,[M+Na]+,Sulfuryl fluoride,F2SO2,101.95870674,2699-79-8,,CHEBI:39287,,,,,,,,,17607,Sulfuryl fluoride
MSI04403,124.9732,124.9731,1,[M+H-H2O]+,2-Mercaptoethanesulfonic acid,C2H6O3S2,141.9758364,3375-50-6,,CHEBI:17905,,DB09110,HMDB0003745,C03576,,,,,598,
MSI04404,124.9787,124.9799,10,[M]+,Acetonitrile methylene chloride,C3H5Cl2N,124.9799046,,,,,,,,,,,,21877088,
MSI04405,124.9841,124.9840,1,[M]+,Ethylamine hydrobromide,C2H8BrN,124.98401,593-55-5,,,,,,,,,,,68974,
MSI04406,125.0022,125.0000,15,[M+H]+,Phosphonoacetaldehyde,C2H5O4P,123.9925,,,,,,,C03167,,,,,,
MSI04407,125.0152,125.0150,4,[M]+,Taurine,C2H7NO3S,125.0147,,,,,,,C00245,,,,,,
MSI04408,125.0785,125.0817,25,[M+Na]+,Betaine aldehyde,C5H12NO+,102.091889006,7418-61-3,,CHEBI:15710,,DB04401,HMDB0001252,C00576,,,,,249,Glycine_betaine_aldehyde
MSI04409,125.0859,125.0841,15,[M]+,4-Butyloxazole,C7H11NO,125.084063974,79886-36-5,,CHEBI:190146,,,HMDB0038288,,,,,,17979794,
MSI04411,125.1167,125.1190,19,[M-H2O+NH4]+,N-Methylhistamine,C6H11N3,125.0953,,,,,,,C05127,,,,,,
MSI04433,125.9179,125.9228,39,[M+Na]+,"Formic acid, nickel salt",CHNiO2+,102.932996,3349-06-2; 15694-70-9(dihydrate); 3349-06-2; 15843-02-4,,,,,,,,,,,21872925,
MSI04434,125.9362,125.9364,1,[M]+,Sodium sulfite,Na2SO3,125.9363536,7757-83-7,,CHEBI:86477,,,,,,,,,24437,Sodium sulfite
MSI04435,125.9424,125.9443,15,[M]+,CID 159954461,H2O4SSi,125.94430625,,,,,,,,,,,,159954461,
MSI04436,125.9786,125.9809,18,[M]+,S-Methyl methanethiosulfonate,C2H6O2S2,125.98092178,2949-92-0,,CHEBI:74357,,,HMDB0031832,,,,,,18064,
MSI04437,126.0166,126.0167,1,[M+Na]+,(Z)-3-aminoperacrylic acid,C3H5NO3,103.026943022,,,CHEBI:59892,,,,C20249,,,,,46173085,
MSI04438,126.0301,126.0317,13,[M]+,5-Hydroxymethylfurfural,C6H6O3,126.031694049,67-47-0,,CHEBI:412516,,DB12298,HMDB0034355,,,,,,237332,Hydroxymethylfurfural
MSI04439,126.1030,126.1031,1,[M+H]+,1-Methylhistamine,C6H11N3,125.095297364,501-75-7,,CHEBI:29009,,,HMDB0000898,C05127,,,,,3614,
MSI04440,126.1240,126.1283,34,[M+H]+,"(1R,5S)-8-methyl-8-azabicyclo[3.2.1]octane",C8H15N,125.120449483,529-17-9,,CHEBI:35615,,,,,,,,,637986,Tropane
MSI04442,126.1530,126.1521,7,[M-H2O+NH4]+,5-Azoniaspiro[4.4]nonane,C8H16N+,126.128274515,176-49-8,,,,,,,,,,,410366,
MSI04443,126.1819,126.1779,31,[M+K]+,"1,2,4-Triazinane",C3H9N3,87.0796473,,,CHEBI:38041,,,,,,,,,16048633,
MSI04467,126.8601,126.8600,1,[M+H-2H2O]+,Iodine monochloride,ICl,161.87333,7790-99-0,,,,,,,,,,,24640,Iodine monochloride
MSI04468,126.8809,126.8805,3,[M+H]+,Iron(2+) dichloride,Cl2Fe,125.872641,7758-94-3,,,,DB13569,,,,,,,10329304,
MSI04469,126.9154,126.9203,38,[M+H]+,Iodine-125,HI,125.91246,14158-31-7,,,,,,,,,,,104800,Iodine-125
MSI04470,126.9520,126.9510,11,[M+H-2H2O]+,"2,6-Dichlorophenol",C6H4Cl2O,161.9639,,,,,,,C07096,,,,,,
MSI04471,126.9868,126.9854,11,[M]+,Thiophene-2-carboxylate,C5H3O2S-,126.98537551,,,CHEBI:71237,,,,,,,,,5017639,
MSI04472,127.0043,127.0030,9,[M+H-2H2O]+,4-Hydroxy-2-oxoglutarate,C5H6O6,162.0164,,,,,,,C01127,,,,,,
MSI04473,127.0827,127.0847,16,[M+Na]+,"Ethanamine, 2,2'-oxybis-",C4H12N2O,104.094963011,2752-17-2,,CHEBI:53541,,,,,,,,,75982,
MSI04474,127.0908,127.0910,1,[M+K]+,Potassium hydroxide methanol,CH5KO2,87.99266088,,,,,,,,,,,,23689386,
MSI04475,127.1046,127.1020,17,[M+H-2H2O]+,"(R,S)-Nicotine",C10H14N2,162.1157,,,,,,,C16150,,,,,,
MSI04476,127.1271,127.1275,4,[M+H-2H2O]+,"1,3-Diisopropylbenzene",C12H18,162.140850574,99-62-7,,CHEBI:189570,,,HMDB0013806,,,,,,7450,
MSI04477,127.1992,127.1980,7,[M+K]+,Putrescine,C4H12N2,88.1,,,,,,,C00134,,,,,,
MSI04495,127.8593,127.8618,20,[M+H-2H2O]+,Dioxo(sulfanyl)molybdenum,HMoO2S-,162.875129,,,CHEBI:47566,,DB03328,,,,,,,5162682,
MSI04496,127.8916,127.8883,26,[M]+,Sulfanylidene-(sulfanylidene-lambda4-sulfanylidene)-lambda4-sulfane,S4,127.88828469,,,CHEBI:29401,,,,,,,,,5460597,
MSI04498,127.9195,127.9226,25,[M+Na]+,CID 162335038,H2LiSZn,104.932866,,,,,,,,,,,,162335038,
MSI04499,127.9337,127.9339,1,[M+NH4]+,Dipotassium trisulphide,K2S,109.89948414,10579-82-5; 37488-75-8,,,,,,,,,,,162263,
MSI04500,127.9497,127.9512,12,[M]+,Potassium hydrogen oxalate,C2HKO4,127.95118999,127-95-7,,,,,,,,,,,23662386,Potassium_hydrogenoxalate
MSI04501,127.9938,127.9932,5,[M]+,2-Thiophenecarboxylic acid,C5H4O2S,127.99320054,527-72-0,,CHEBI:71241,,,,,,,,,10700,
MSI04502,128.0017,128.0030,9,[M]+,4-Chlorophenol,C6H5ClO,128.0029,,,,,,,C02124,,,,,,
MSI04504,128.0848,128.0840,9,[M]+,Cyclohexane-1-carboxylate,C7H12O2,128.0837,,,,,,,C09822,,,,,,
MSI04505,128.1205,128.1201,3,[M]+,1-Octen-3-OL,C8H16O,128.12011513,3391-86-4,,CHEBI:34118,,,HMDB0031299,,,,LMFA05000090,,18827,1-Octen-3-ol
MSI04506,128.1305,128.1313,7,[M]+,2-(Aminomethyl)-1-ethylpyrrolidine,C7H16N2,128.131348519,26116-12-1,,,,,,,,,,,117295,
MSI04507,128.1589,128.1565,19,[M]+,"2,4-Dimethylheptane",C9H20,128.156500638,2213-23-2,,CHEBI:141558,,,,,,,LMFA11000612,,16656,
MSI04509,128.1850,128.1824,21,[M+K]+,2-Amino-2-methyl-1-propanol,C4H11NO,89.084063974,124-68-5,,,,,,,,,,,11807,Aminomethyl_propanol
MSI04533,128.8684,128.8709,19,[M]+,Cobalt chloride,Cl2Co,128.870899,7646-79-9; 1332-82-7,,CHEBI:35696,,DB14206,,,,,,,3032536,
MSI04535,128.9184,128.9187,3,[M+H]+,Bromic acid,HBrO3,127.91091,7789-31-3,,CHEBI:49382,,,,,,,,,24445,Bromic acid
MSI04536,128.9383,128.9395,9,[M+NH4]+,Indium-111,In,110.90511,15750-15-9,,,,DB11916,,,,,,,5462099,Indium-111
MSI04538,128.9810,128.9809,1,[M+Na]+,"1,2-Dithiolane",C3H6S2,105.99109254,557-22-2,,CHEBI:38226,,,,,,,,,79045,
MSI04539,129.0088,129.0110,15,[M+H-H2O]+,"3-Chloro-cis-1,2-dihydroxycyclohexa-3,5-diene",C6H7ClO2,146.0135,,,,,,,C12837,,,,,,
MSI04540,129.0241,129.0248,6,[M]+,(S)-5-Ethenyl-2-oxazolidinethione,C5H7NOS,129.02483502,500-12-9,,CHEBI:80751,,,,,,,,,7568320,Goitrin
MSI04541,129.0541,129.0550,8,[M+H]+,"2-Hydroxy-cis-hex-2,4-dienoate",C6H8O3,128.0473,,,,,,,C11354,,,,,,
MSI04542,129.0662,129.0660,2,[M+H]+,"(R)-5,6-Dihydrothymine",C5H8N2O2,128.0586,,,,,,,C21028,,,,,,
MSI04543,129.0893,129.0900,7,[M]+,4-Guanidinobutanal,C5H11N3O,129.0902,,,,,,,C02647,,,,,,
MSI04564,129.8855,129.8834,16,[M+Na]+,"Arsino, thioxo-",AsS,106.893666,1303-32-8(replacedby12044-79-0); 12044-79-0; 12044-30-3; 12044-79-0; 35280-76-3,,,,,,,,,,,15805528,
MSI04565,129.8918,129.8952,26,[M]+,Molybdenum dioxide,MoO2,129.895233,18868-43-4,,,,,,,,,,,29320,Molybdenum(IV) oxide
MSI04566,129.9402,129.9401,0,[M]+,Calcium sulphidoacetate,C2H2CaO2S,129.9401413,37457-75-3; 814-71-1; 5793-98-6; 29820-13-1,,,,,,,,,,,22039,
MSI04567,129.9578,129.9579,1,[M]+,Oxalic Acid (calcium),C2H2CaO4,129.9578994,25454-23-3,,,,,,,,,,,131855206,
MSI04568,129.9859,129.9902,33,[M]+,Enol-oxaloacetate,C4H2O5-2,129.99022316,,,CHEBI:17479,,,,,,,,,54684453,
MSI04569,130.0035,130.0031,3,[M]+,H3PO4 methanol,CH7O5P,130.00311032,12789-45-6,,,,,,,,,,,83032,
MSI04570,130.0141,130.0150,6,[M+H-2H2O]+,4-Methylthiobutylthiohydroximate,C5H11NOS2,165.0282,,,,,,,C17243,,,,,,
MSI04571,130.0245,130.0250,6,[M+H-H2O]+,1-Carboxybiuret,C3H5N3O4,147.028,,,,,,,C22084,,,,,,
MSI04573,130.0658,130.0657,1,[M+H]+,3-Methyleneindolenine,C9H7N,129.057849228,40642-83-9,,CHEBI:63905,,,HMDB0011664,,,,,,170404,
MSI04574,130.0977,130.0980,3,[M]+,4-Guanidiniumylbutanal,C5H12N3O+,130.098037015,,,CHEBI:57854,,,,,,,,,25200663,
MSI04575,130.1587,130.1596,7,[M+NH4]+,3-Methyl-1-heptene,C8H16,112.12520051,4810-09-7,,CHEBI:88860,,,HMDB0061908,,,,LMFA11000592,,20946,
MSI04576,130.1934,130.1980,35,[M+K]+,Tetramethylammonium hydroxide,C4H12N.HO,91.099714038,75-59-2,,,,,,,,,,,60966,Tetramethylammonium_hydroxide
MSI04599,130.8971,130.8938,25,[M+H-2H2O]+,Potassium oxalate,C2K2O4,165.90707145,6487-48-5(monohydrate); 583-52-8(anhydrous); 583-52-8,,,,,,,,,,,11413,
MSI04600,130.9055,130.9055,0,[M]+,Cesium Cs-131,Cs,130.905468,14914-76-2,,,,,,,,,,,5492303,
MSI04601,130.9545,130.9534,8,[M+H-2H2O]+,Hydroxypyruvaldehyde phosphate(2-),C3H3O6P-2,165.96672481,,,CHEBI:58860,,,,,,,,,21126161,
MSI04602,130.9601,130.9579,17,[M+H-H2O]+,Magnesium nitrate,MgN2O6,147.9606774,10377-60-3,,CHEBI:64736,,,,,,,,,25212,Magnesium nitrate
MSI04604,131.0027,131.0030,3,[M+H]+,Dichloromethane ethanol,C3H8Cl2O,129.9952203,,,,,,,,,,,,21584144,
MSI04605,131.0241,131.0260,16,[M+H-2H2O]+,Isopentenyl phosphate,C5H11O4P,166.0395,,,,,,,C20345,,,,,,
MSI04606,131.0586,131.0582,3,[M]+,N-Acetyl-L-alanine,C5H9NO3,131.058243149,97-69-8; 110294-55-8,,CHEBI:40992,,DB02518,HMDB0000766,,,,,,88064,
MSI04607,131.1025,131.1010,10,[M+K]+,trans-3-Chloro-2-propene-1-ol,C3H5ClO,92.0029,,,,,,,C06611,,,,,,
MSI04608,131.1626,131.1610,13,[M+K]+,Toluene,C7H8,92.0626,,,,,,,C01455,,,,,,
MSI04609,131.1711,131.1695,13,[M+K]+,"1,3-Dihydroxypropan-2-ylammonium",C3H10NO2+,92.071153562,73708-65-3,,,,,,,,,,,6993193,
MSI04610,131.1786,131.1786,0,[M+H-H2O]+,Spermidine(3+),C7H22N3+3,148.181372715,,,CHEBI:57834,,,,,,,,,6992097,
MSI04634,131.9101,131.9109,6,[M]+,Molybdenum Blue,H2MoO2-2,131.910883,40957-85-5,,,,,,,,,,,170447,
MSI04635,131.9935,131.9942,5,[M+H-2H2O]+,S-Methylthiocysteine,C4H9NO2S2,167.00747088,33784-54-2,,,,DB02361,,,,,,,3080775,
MSI04637,132.0316,132.0335,14,[M]+,5-Fluorodihydrouracil,C4H5FN2O2,132.03350557,696-06-0,,CHEBI:80624,,,HMDB0060402,,,,,,121997,
MSI04639,132.0462,132.0454,6,[M]+,"4-chloro-1,3-dimethyl-2H-imidazole",C5H9ClN2,132.045426,,,,,,,,,,,,19903013,
MSI04640,132.0529,132.0540,5,[M]+,N-Carbamoylsarcosine,C4H8N2O3,132.0535,,,,,,,C01043,,,,,,
MSI04641,132.0600,132.0600,1,[M+H-2H2O]+,Carbazole,C12H9N,167.0735,,,,,,,C08060,,,,,,
MSI04642,132.0782,132.0770,7,[M+NH4]+,N-Methylhydantoin,C4H6N2O2,114.0429,,,,,,,C02565,,,,,,
MSI04643,132.0953,132.0939,11,[M]+,1-Methyl-4-(prop-1-en-2-yl)benzene,C10H12,132.093900383,1195-32-0,,CHEBI:89920,,,HMDB0029641,,,,,,62385,
MSI04645,132.1958,132.1937,16,[M+K]+,Tetramethylammonium fluoride,C4H12FN,93.095377549,373-68-2,,,,,,,,,,,67803,Tetramethylammonium_fluoride
MSI04666,132.8370,132.8405,26,[M+H-H2O]+,Diarsenic(1+),As2+,149.84319,,,CHEBI:35869,,,,,,,,,9548861,
MSI04668,132.9104,132.9055,37,[M]+,Cesium ion,Cs+,132.90545196,18459-37-5,,CHEBI:49547,,,,,,,,,104967,
MSI04669,132.9261,132.9297,27,[M]+,Trihydridotellurium(.),H3Te,132.9296978,,,CHEBI:30481,,,,,,,,,5460473,
MSI04670,132.9568,132.9590,15,[M+Na]+,"cis-1,3-Dichloropropene",C3H4Cl2,109.969,,,,,,,C06610,,,,,,
MSI04671,132.9718,132.9735,13,[M+Na]+,Lithium sulfate,Li2SO4,109.98373652,10377-48-7,,CHEBI:53474,,,,,,,,,66320,Lithium sulfate
